"","index","alpha","digit","code"
"77496",77496,"t",8,"t:8"
"77497",77497,"r",1,"r:1"
"77498",77498,"r",3,"r:3"
"77499",77499,"p",2,"p:2"
"77500",77500,"z",5,"z:5"
"77501",77501,"k",2,"k:2"
"77502",77502,"h",0,"h:0"
"77503",77503,"b",9,"b:9"
"77504",77504,"o",6,"o:6"
"77505",77505,"i",1,"i:1"
"77506",77506,"e",5,"e:5"
"77507",77507,"y",2,"y:2"
"77508",77508,"y",2,"y:2"
"77509",77509,"g",1,"g:1"
"77510",77510,"g",2,"g:2"
"77511",77511,"u",3,"u:3"
"77512",77512,"t",6,"t:6"
"77513",77513,"v",9,"v:9"
"77514",77514,"e",2,"e:2"
"77515",77515,"v",9,"v:9"
"77516",77516,"c",0,"c:0"
"77517",77517,"r",3,"r:3"
"77518",77518,"y",5,"y:5"
"77519",77519,"u",1,"u:1"
"77520",77520,"y",3,"y:3"
"77521",77521,"l",4,"l:4"
"77522",77522,"k",3,"k:3"
"77523",77523,"u",0,"u:0"
"77524",77524,"z",0,"z:0"
"77525",77525,"e",7,"e:7"
"77526",77526,"r",9,"r:9"
"77527",77527,"w",5,"w:5"
"77528",77528,"v",3,"v:3"
"77529",77529,"l",1,"l:1"
"77530",77530,"d",6,"d:6"
"77531",77531,"t",4,"t:4"
"77532",77532,"j",5,"j:5"
"77533",77533,"e",3,"e:3"
"77534",77534,"t",6,"t:6"
"77535",77535,"z",7,"z:7"
"77536",77536,"o",0,"o:0"
"77537",77537,"g",9,"g:9"
"77538",77538,"u",3,"u:3"
"77539",77539,"e",9,"e:9"
"77540",77540,"f",3,"f:3"
"77541",77541,"w",4,"w:4"
"77542",77542,"y",6,"y:6"
"77543",77543,"t",3,"t:3"
"77544",77544,"v",2,"v:2"
"77545",77545,"z",4,"z:4"
"77546",77546,"m",3,"m:3"
"77547",77547,"i",1,"i:1"
"77548",77548,"l",4,"l:4"
"77549",77549,"s",1,"s:1"
"77550",77550,"z",0,"z:0"
"77551",77551,"y",9,"y:9"
"77552",77552,"i",7,"i:7"
"77553",77553,"y",5,"y:5"
"77554",77554,"o",4,"o:4"
"77555",77555,"i",0,"i:0"
"77556",77556,"e",4,"e:4"
"77557",77557,"g",1,"g:1"
"77558",77558,"i",5,"i:5"
"77559",77559,"b",6,"b:6"
"77560",77560,"t",3,"t:3"
"77561",77561,"t",8,"t:8"
"77562",77562,"e",8,"e:8"
"77563",77563,"r",2,"r:2"
"77564",77564,"u",1,"u:1"
"77565",77565,"l",8,"l:8"
"77566",77566,"v",5,"v:5"
"77567",77567,"w",2,"w:2"
"77568",77568,"o",0,"o:0"
"77569",77569,"o",1,"o:1"
"77570",77570,"c",1,"c:1"
"77571",77571,"p",5,"p:5"
"77572",77572,"r",2,"r:2"
"77573",77573,"n",2,"n:2"
"77574",77574,"n",8,"n:8"
"77575",77575,"h",5,"h:5"
"77576",77576,"e",6,"e:6"
"77577",77577,"k",0,"k:0"
"77578",77578,"d",4,"d:4"
"77579",77579,"y",9,"y:9"
"77580",77580,"j",6,"j:6"
"77581",77581,"u",2,"u:2"
"77582",77582,"m",3,"m:3"
"77583",77583,"g",0,"g:0"
"77584",77584,"m",0,"m:0"
"77585",77585,"b",2,"b:2"
"77586",77586,"a",8,"a:8"
"77587",77587,"z",6,"z:6"
"77588",77588,"q",3,"q:3"
"77589",77589,"z",2,"z:2"
"77590",77590,"j",4,"j:4"
"77591",77591,"n",6,"n:6"
"77592",77592,"m",1,"m:1"
"77593",77593,"d",3,"d:3"
"77594",77594,"b",8,"b:8"
"77595",77595,"t",6,"t:6"
"77596",77596,"i",8,"i:8"
"77597",77597,"t",4,"t:4"
"77598",77598,"p",3,"p:3"
"77599",77599,"q",7,"q:7"
"77600",77600,"t",2,"t:2"
"77601",77601,"m",2,"m:2"
"77602",77602,"e",4,"e:4"
"77603",77603,"m",4,"m:4"
"77604",77604,"z",1,"z:1"
"77605",77605,"g",3,"g:3"
"77606",77606,"g",7,"g:7"
"77607",77607,"f",4,"f:4"
"77608",77608,"r",5,"r:5"
"77609",77609,"w",7,"w:7"
"77610",77610,"p",8,"p:8"
"77611",77611,"j",4,"j:4"
"77612",77612,"i",6,"i:6"
"77613",77613,"u",5,"u:5"
"77614",77614,"v",3,"v:3"
"77615",77615,"u",5,"u:5"
"77616",77616,"t",6,"t:6"
"77617",77617,"m",3,"m:3"
"77618",77618,"n",4,"n:4"
"77619",77619,"q",8,"q:8"
"77620",77620,"a",1,"a:1"
"77621",77621,"g",9,"g:9"
"77622",77622,"k",8,"k:8"
"77623",77623,"z",6,"z:6"
"77624",77624,"n",4,"n:4"
"77625",77625,"i",9,"i:9"
"77626",77626,"t",3,"t:3"
"77627",77627,"c",7,"c:7"
"77628",77628,"i",3,"i:3"
"77629",77629,"y",6,"y:6"
"77630",77630,"v",9,"v:9"
"77631",77631,"u",8,"u:8"
"77632",77632,"h",5,"h:5"
"77633",77633,"q",2,"q:2"
"77634",77634,"b",9,"b:9"
"77635",77635,"o",0,"o:0"
"77636",77636,"n",3,"n:3"
"77637",77637,"e",7,"e:7"
"77638",77638,"o",5,"o:5"
"77639",77639,"z",7,"z:7"
"77640",77640,"q",5,"q:5"
"77641",77641,"u",2,"u:2"
"77642",77642,"h",6,"h:6"
"77643",77643,"e",1,"e:1"
"77644",77644,"m",6,"m:6"
"77645",77645,"e",7,"e:7"
"77646",77646,"o",0,"o:0"
"77647",77647,"r",5,"r:5"
"77648",77648,"n",3,"n:3"
"77649",77649,"t",1,"t:1"
"77650",77650,"a",7,"a:7"
"77651",77651,"f",6,"f:6"
"77652",77652,"t",4,"t:4"
"77653",77653,"o",5,"o:5"
"77654",77654,"w",4,"w:4"
"77655",77655,"v",7,"v:7"
"77656",77656,"j",2,"j:2"
"77657",77657,"f",7,"f:7"
"77658",77658,"l",1,"l:1"
"77659",77659,"j",1,"j:1"
"77660",77660,"b",5,"b:5"
"77661",77661,"h",9,"h:9"
"77662",77662,"d",6,"d:6"
"77663",77663,"s",7,"s:7"
"77664",77664,"c",5,"c:5"
"77665",77665,"p",7,"p:7"
"77666",77666,"z",7,"z:7"
"77667",77667,"g",6,"g:6"
"77668",77668,"b",9,"b:9"
"77669",77669,"t",0,"t:0"
"77670",77670,"k",1,"k:1"
"77671",77671,"t",3,"t:3"
"77672",77672,"j",7,"j:7"
"77673",77673,"z",4,"z:4"
"77674",77674,"o",1,"o:1"
"77675",77675,"m",9,"m:9"
"77676",77676,"l",1,"l:1"
"77677",77677,"a",6,"a:6"
"77678",77678,"h",6,"h:6"
"77679",77679,"u",8,"u:8"
"77680",77680,"c",0,"c:0"
"77681",77681,"q",5,"q:5"
"77682",77682,"b",7,"b:7"
"77683",77683,"f",9,"f:9"
"77684",77684,"r",5,"r:5"
"77685",77685,"k",4,"k:4"
"77686",77686,"j",9,"j:9"
"77687",77687,"p",0,"p:0"
"77688",77688,"g",7,"g:7"
"77689",77689,"x",8,"x:8"
"77690",77690,"l",2,"l:2"
"77691",77691,"z",8,"z:8"
"77692",77692,"y",5,"y:5"
"77693",77693,"u",6,"u:6"
"77694",77694,"r",7,"r:7"
"77695",77695,"q",9,"q:9"
"77696",77696,"s",7,"s:7"
"77697",77697,"g",2,"g:2"
"77698",77698,"z",9,"z:9"
"77699",77699,"n",0,"n:0"
"77700",77700,"z",6,"z:6"
"77701",77701,"s",2,"s:2"
"77702",77702,"f",5,"f:5"
"77703",77703,"i",7,"i:7"
"77704",77704,"w",7,"w:7"
"77705",77705,"f",0,"f:0"
"77706",77706,"x",8,"x:8"
"77707",77707,"t",7,"t:7"
"77708",77708,"a",4,"a:4"
"77709",77709,"o",0,"o:0"
"77710",77710,"v",5,"v:5"
"77711",77711,"q",4,"q:4"
"77712",77712,"w",8,"w:8"
"77713",77713,"r",9,"r:9"
"77714",77714,"q",5,"q:5"
"77715",77715,"p",8,"p:8"
"77716",77716,"g",1,"g:1"
"77717",77717,"t",0,"t:0"
"77718",77718,"e",4,"e:4"
"77719",77719,"y",1,"y:1"
"77720",77720,"n",6,"n:6"
"77721",77721,"t",3,"t:3"
"77722",77722,"w",6,"w:6"
"77723",77723,"b",9,"b:9"
"77724",77724,"e",4,"e:4"
"77725",77725,"m",3,"m:3"
"77726",77726,"o",8,"o:8"
"77727",77727,"v",6,"v:6"
"77728",77728,"k",7,"k:7"
"77729",77729,"v",6,"v:6"
"77730",77730,"z",9,"z:9"
"77731",77731,"l",4,"l:4"
"77732",77732,"n",1,"n:1"
"77733",77733,"f",9,"f:9"
"77734",77734,"h",9,"h:9"
"77735",77735,"q",5,"q:5"
"77736",77736,"n",4,"n:4"
"77737",77737,"n",5,"n:5"
"77738",77738,"s",6,"s:6"
"77739",77739,"c",7,"c:7"
"77740",77740,"t",5,"t:5"
"77741",77741,"t",6,"t:6"
"77742",77742,"x",7,"x:7"
"77743",77743,"w",8,"w:8"
"77744",77744,"c",0,"c:0"
"77745",77745,"n",5,"n:5"
"77746",77746,"d",5,"d:5"
"77747",77747,"w",2,"w:2"
"77748",77748,"b",9,"b:9"
"77749",77749,"x",4,"x:4"
"77750",77750,"c",6,"c:6"
"77751",77751,"x",5,"x:5"
"77752",77752,"a",7,"a:7"
"77753",77753,"w",6,"w:6"
"77754",77754,"c",4,"c:4"
"77755",77755,"y",4,"y:4"
"77756",77756,"a",6,"a:6"
"77757",77757,"k",1,"k:1"
"77758",77758,"w",5,"w:5"
"77759",77759,"v",2,"v:2"
"77760",77760,"v",8,"v:8"
"77761",77761,"m",4,"m:4"
"77762",77762,"x",3,"x:3"
"77763",77763,"v",6,"v:6"
"77764",77764,"l",5,"l:5"
"77765",77765,"r",7,"r:7"
"77766",77766,"h",7,"h:7"
"77767",77767,"j",5,"j:5"
"77768",77768,"n",5,"n:5"
"77769",77769,"f",4,"f:4"
"77770",77770,"g",1,"g:1"
"77771",77771,"k",3,"k:3"
"77772",77772,"s",1,"s:1"
"77773",77773,"x",3,"x:3"
"77774",77774,"g",2,"g:2"
"77775",77775,"f",5,"f:5"
"77776",77776,"b",8,"b:8"
"77777",77777,"d",6,"d:6"
"77778",77778,"y",2,"y:2"
"77779",77779,"x",7,"x:7"
"77780",77780,"y",8,"y:8"
"77781",77781,"h",7,"h:7"
"77782",77782,"h",5,"h:5"
"77783",77783,"e",9,"e:9"
"77784",77784,"u",6,"u:6"
"77785",77785,"b",3,"b:3"
"77786",77786,"l",4,"l:4"
"77787",77787,"z",6,"z:6"
"77788",77788,"p",1,"p:1"
"77789",77789,"f",8,"f:8"
"77790",77790,"c",5,"c:5"
"77791",77791,"s",5,"s:5"
"77792",77792,"y",3,"y:3"
"77793",77793,"m",6,"m:6"
"77794",77794,"r",6,"r:6"
"77795",77795,"g",3,"g:3"
"77796",77796,"j",3,"j:3"
"77797",77797,"d",5,"d:5"
"77798",77798,"w",9,"w:9"
"77799",77799,"j",5,"j:5"
"77800",77800,"e",1,"e:1"
"77801",77801,"o",3,"o:3"
"77802",77802,"h",0,"h:0"
"77803",77803,"w",1,"w:1"
"77804",77804,"a",1,"a:1"
"77805",77805,"l",4,"l:4"
"77806",77806,"c",1,"c:1"
"77807",77807,"a",3,"a:3"
"77808",77808,"x",8,"x:8"
"77809",77809,"u",1,"u:1"
"77810",77810,"k",3,"k:3"
"77811",77811,"k",7,"k:7"
"77812",77812,"d",8,"d:8"
"77813",77813,"s",7,"s:7"
"77814",77814,"b",2,"b:2"
"77815",77815,"k",1,"k:1"
"77816",77816,"x",8,"x:8"
"77817",77817,"k",9,"k:9"
"77818",77818,"i",3,"i:3"
"77819",77819,"n",2,"n:2"
"77820",77820,"t",5,"t:5"
"77821",77821,"c",7,"c:7"
"77822",77822,"y",6,"y:6"
"77823",77823,"i",6,"i:6"
"77824",77824,"f",4,"f:4"
"77825",77825,"l",4,"l:4"
"77826",77826,"z",0,"z:0"
"77827",77827,"s",0,"s:0"
"77828",77828,"h",0,"h:0"
"77829",77829,"k",9,"k:9"
"77830",77830,"b",4,"b:4"
"77831",77831,"l",8,"l:8"
"77832",77832,"s",8,"s:8"
"77833",77833,"z",1,"z:1"
"77834",77834,"j",6,"j:6"
"77835",77835,"h",6,"h:6"
"77836",77836,"o",7,"o:7"
"77837",77837,"n",8,"n:8"
"77838",77838,"u",8,"u:8"
"77839",77839,"x",9,"x:9"
"77840",77840,"x",3,"x:3"
"77841",77841,"v",4,"v:4"
"77842",77842,"f",5,"f:5"
"77843",77843,"b",8,"b:8"
"77844",77844,"n",3,"n:3"
"77845",77845,"u",2,"u:2"
"77846",77846,"j",0,"j:0"
"77847",77847,"s",0,"s:0"
"77848",77848,"n",8,"n:8"
"77849",77849,"n",5,"n:5"
"77850",77850,"p",7,"p:7"
"77851",77851,"c",8,"c:8"
"77852",77852,"a",2,"a:2"
"77853",77853,"z",3,"z:3"
"77854",77854,"q",2,"q:2"
"77855",77855,"w",3,"w:3"
"77856",77856,"c",4,"c:4"
"77857",77857,"x",5,"x:5"
"77858",77858,"o",1,"o:1"
"77859",77859,"v",7,"v:7"
"77860",77860,"j",4,"j:4"
"77861",77861,"g",0,"g:0"
"77862",77862,"o",3,"o:3"
"77863",77863,"x",4,"x:4"
"77864",77864,"d",0,"d:0"
"77865",77865,"c",9,"c:9"
"77866",77866,"m",8,"m:8"
"77867",77867,"h",3,"h:3"
"77868",77868,"p",2,"p:2"
"77869",77869,"c",0,"c:0"
"77870",77870,"l",2,"l:2"
"77871",77871,"h",6,"h:6"
"77872",77872,"t",9,"t:9"
"77873",77873,"a",7,"a:7"
"77874",77874,"s",7,"s:7"
"77875",77875,"v",9,"v:9"
"77876",77876,"n",5,"n:5"
"77877",77877,"h",9,"h:9"
"77878",77878,"t",4,"t:4"
"77879",77879,"m",0,"m:0"
"77880",77880,"l",4,"l:4"
"77881",77881,"s",8,"s:8"
"77882",77882,"k",0,"k:0"
"77883",77883,"q",9,"q:9"
"77884",77884,"g",4,"g:4"
"77885",77885,"z",5,"z:5"
"77886",77886,"w",4,"w:4"
"77887",77887,"k",9,"k:9"
"77888",77888,"e",5,"e:5"
"77889",77889,"h",6,"h:6"
"77890",77890,"x",8,"x:8"
"77891",77891,"k",1,"k:1"
"77892",77892,"f",7,"f:7"
"77893",77893,"a",4,"a:4"
"77894",77894,"l",0,"l:0"
"77895",77895,"j",9,"j:9"
"77896",77896,"e",5,"e:5"
"77897",77897,"f",1,"f:1"
"77898",77898,"s",7,"s:7"
"77899",77899,"d",1,"d:1"
"77900",77900,"j",6,"j:6"
"77901",77901,"h",5,"h:5"
"77902",77902,"z",9,"z:9"
"77903",77903,"r",0,"r:0"
"77904",77904,"v",5,"v:5"
"77905",77905,"h",6,"h:6"
"77906",77906,"t",3,"t:3"
"77907",77907,"q",7,"q:7"
"77908",77908,"i",3,"i:3"
"77909",77909,"a",7,"a:7"
"77910",77910,"a",3,"a:3"
"77911",77911,"b",5,"b:5"
"77912",77912,"d",5,"d:5"
"77913",77913,"u",7,"u:7"
"77914",77914,"y",1,"y:1"
"77915",77915,"u",7,"u:7"
"77916",77916,"c",6,"c:6"
"77917",77917,"l",9,"l:9"
"77918",77918,"c",1,"c:1"
"77919",77919,"e",3,"e:3"
"77920",77920,"r",7,"r:7"
"77921",77921,"g",5,"g:5"
"77922",77922,"u",8,"u:8"
"77923",77923,"o",7,"o:7"
"77924",77924,"g",3,"g:3"
"77925",77925,"w",5,"w:5"
"77926",77926,"e",3,"e:3"
"77927",77927,"v",8,"v:8"
"77928",77928,"w",9,"w:9"
"77929",77929,"u",5,"u:5"
"77930",77930,"v",7,"v:7"
"77931",77931,"x",8,"x:8"
"77932",77932,"h",7,"h:7"
"77933",77933,"j",0,"j:0"
"77934",77934,"o",7,"o:7"
"77935",77935,"n",0,"n:0"
"77936",77936,"e",1,"e:1"
"77937",77937,"t",1,"t:1"
"77938",77938,"m",8,"m:8"
"77939",77939,"t",1,"t:1"
"77940",77940,"x",3,"x:3"
"77941",77941,"u",2,"u:2"
"77942",77942,"g",0,"g:0"
"77943",77943,"k",3,"k:3"
"77944",77944,"f",4,"f:4"
"77945",77945,"e",5,"e:5"
"77946",77946,"a",8,"a:8"
"77947",77947,"q",7,"q:7"
"77948",77948,"m",3,"m:3"
"77949",77949,"h",1,"h:1"
"77950",77950,"n",6,"n:6"
"77951",77951,"c",6,"c:6"
"77952",77952,"x",0,"x:0"
"77953",77953,"z",4,"z:4"
"77954",77954,"u",4,"u:4"
"77955",77955,"h",7,"h:7"
"77956",77956,"n",0,"n:0"
"77957",77957,"d",1,"d:1"
"77958",77958,"t",4,"t:4"
"77959",77959,"e",9,"e:9"
"77960",77960,"o",6,"o:6"
"77961",77961,"o",4,"o:4"
"77962",77962,"z",5,"z:5"
"77963",77963,"u",1,"u:1"
"77964",77964,"u",9,"u:9"
"77965",77965,"z",0,"z:0"
"77966",77966,"y",5,"y:5"
"77967",77967,"a",5,"a:5"
"77968",77968,"c",1,"c:1"
"77969",77969,"p",8,"p:8"
"77970",77970,"j",1,"j:1"
"77971",77971,"m",4,"m:4"
"77972",77972,"x",6,"x:6"
"77973",77973,"g",2,"g:2"
"77974",77974,"t",2,"t:2"
"77975",77975,"v",5,"v:5"
"77976",77976,"w",2,"w:2"
"77977",77977,"f",3,"f:3"
"77978",77978,"a",0,"a:0"
"77979",77979,"u",4,"u:4"
"77980",77980,"q",1,"q:1"
"77981",77981,"o",2,"o:2"
"77982",77982,"b",3,"b:3"
"77983",77983,"o",6,"o:6"
"77984",77984,"o",1,"o:1"
"77985",77985,"p",4,"p:4"
"77986",77986,"o",2,"o:2"
"77987",77987,"n",8,"n:8"
"77988",77988,"f",6,"f:6"
"77989",77989,"p",6,"p:6"
"77990",77990,"q",7,"q:7"
"77991",77991,"y",9,"y:9"
"77992",77992,"c",4,"c:4"
"77993",77993,"e",7,"e:7"
"77994",77994,"q",5,"q:5"
"77995",77995,"l",2,"l:2"
"77996",77996,"l",9,"l:9"
"77997",77997,"f",2,"f:2"
"77998",77998,"m",2,"m:2"
"77999",77999,"t",7,"t:7"
"78000",78000,"v",2,"v:2"
"78001",78001,"w",7,"w:7"
"78002",78002,"v",4,"v:4"
"78003",78003,"o",8,"o:8"
"78004",78004,"f",9,"f:9"
"78005",78005,"q",5,"q:5"
"78006",78006,"z",3,"z:3"
"78007",78007,"d",2,"d:2"
"78008",78008,"m",8,"m:8"
"78009",78009,"f",0,"f:0"
"78010",78010,"a",6,"a:6"
"78011",78011,"u",8,"u:8"
"78012",78012,"g",6,"g:6"
"78013",78013,"c",0,"c:0"
"78014",78014,"k",6,"k:6"
"78015",78015,"h",5,"h:5"
"78016",78016,"r",5,"r:5"
"78017",78017,"r",7,"r:7"
"78018",78018,"e",5,"e:5"
"78019",78019,"g",7,"g:7"
"78020",78020,"t",4,"t:4"
"78021",78021,"d",6,"d:6"
"78022",78022,"s",1,"s:1"
"78023",78023,"l",1,"l:1"
"78024",78024,"r",4,"r:4"
"78025",78025,"y",8,"y:8"
"78026",78026,"h",0,"h:0"
"78027",78027,"o",0,"o:0"
"78028",78028,"x",6,"x:6"
"78029",78029,"q",2,"q:2"
"78030",78030,"e",5,"e:5"
"78031",78031,"e",2,"e:2"
"78032",78032,"y",0,"y:0"
"78033",78033,"c",8,"c:8"
"78034",78034,"s",6,"s:6"
"78035",78035,"q",5,"q:5"
"78036",78036,"z",9,"z:9"
"78037",78037,"p",9,"p:9"
"78038",78038,"r",8,"r:8"
"78039",78039,"u",9,"u:9"
"78040",78040,"n",4,"n:4"
"78041",78041,"w",2,"w:2"
"78042",78042,"l",6,"l:6"
"78043",78043,"u",5,"u:5"
"78044",78044,"c",3,"c:3"
"78045",78045,"k",1,"k:1"
"78046",78046,"d",2,"d:2"
"78047",78047,"v",5,"v:5"
"78048",78048,"s",9,"s:9"
"78049",78049,"f",1,"f:1"
"78050",78050,"p",3,"p:3"
"78051",78051,"z",1,"z:1"
"78052",78052,"k",3,"k:3"
"78053",78053,"q",1,"q:1"
"78054",78054,"k",4,"k:4"
"78055",78055,"q",4,"q:4"
"78056",78056,"q",3,"q:3"
"78057",78057,"q",1,"q:1"
"78058",78058,"p",3,"p:3"
"78059",78059,"y",6,"y:6"
"78060",78060,"r",2,"r:2"
"78061",78061,"b",4,"b:4"
"78062",78062,"p",5,"p:5"
"78063",78063,"c",5,"c:5"
"78064",78064,"a",9,"a:9"
"78065",78065,"w",5,"w:5"
"78066",78066,"v",9,"v:9"
"78067",78067,"n",0,"n:0"
"78068",78068,"s",4,"s:4"
"78069",78069,"e",3,"e:3"
"78070",78070,"b",6,"b:6"
"78071",78071,"u",1,"u:1"
"78072",78072,"e",9,"e:9"
"78073",78073,"u",4,"u:4"
"78074",78074,"g",6,"g:6"
"78075",78075,"m",4,"m:4"
"78076",78076,"b",7,"b:7"
"78077",78077,"o",0,"o:0"
"78078",78078,"e",3,"e:3"
"78079",78079,"a",9,"a:9"
"78080",78080,"x",6,"x:6"
"78081",78081,"u",3,"u:3"
"78082",78082,"v",4,"v:4"
"78083",78083,"m",1,"m:1"
"78084",78084,"w",9,"w:9"
"78085",78085,"h",6,"h:6"
"78086",78086,"v",7,"v:7"
"78087",78087,"g",8,"g:8"
"78088",78088,"w",8,"w:8"
"78089",78089,"i",6,"i:6"
"78090",78090,"o",9,"o:9"
"78091",78091,"h",9,"h:9"
"78092",78092,"t",3,"t:3"
"78093",78093,"z",2,"z:2"
"78094",78094,"h",6,"h:6"
"78095",78095,"f",8,"f:8"
"78096",78096,"p",3,"p:3"
"78097",78097,"q",1,"q:1"
"78098",78098,"z",7,"z:7"
"78099",78099,"b",5,"b:5"
"78100",78100,"w",2,"w:2"
"78101",78101,"h",7,"h:7"
"78102",78102,"p",4,"p:4"
"78103",78103,"g",0,"g:0"
"78104",78104,"d",5,"d:5"
"78105",78105,"v",1,"v:1"
"78106",78106,"k",0,"k:0"
"78107",78107,"a",1,"a:1"
"78108",78108,"q",3,"q:3"
"78109",78109,"g",0,"g:0"
"78110",78110,"w",5,"w:5"
"78111",78111,"z",8,"z:8"
"78112",78112,"l",5,"l:5"
"78113",78113,"i",9,"i:9"
"78114",78114,"t",6,"t:6"
"78115",78115,"w",7,"w:7"
"78116",78116,"q",6,"q:6"
"78117",78117,"i",5,"i:5"
"78118",78118,"s",9,"s:9"
"78119",78119,"s",4,"s:4"
"78120",78120,"c",2,"c:2"
"78121",78121,"z",2,"z:2"
"78122",78122,"x",0,"x:0"
"78123",78123,"m",0,"m:0"
"78124",78124,"s",4,"s:4"
"78125",78125,"n",8,"n:8"
"78126",78126,"y",3,"y:3"
"78127",78127,"f",6,"f:6"
"78128",78128,"i",0,"i:0"
"78129",78129,"n",8,"n:8"
"78130",78130,"i",7,"i:7"
"78131",78131,"g",6,"g:6"
"78132",78132,"w",7,"w:7"
"78133",78133,"m",0,"m:0"
"78134",78134,"l",3,"l:3"
"78135",78135,"l",4,"l:4"
"78136",78136,"x",9,"x:9"
"78137",78137,"q",7,"q:7"
"78138",78138,"m",6,"m:6"
"78139",78139,"j",6,"j:6"
"78140",78140,"t",4,"t:4"
"78141",78141,"z",1,"z:1"
"78142",78142,"s",0,"s:0"
"78143",78143,"v",8,"v:8"
"78144",78144,"q",5,"q:5"
"78145",78145,"v",7,"v:7"
"78146",78146,"c",3,"c:3"
"78147",78147,"b",1,"b:1"
"78148",78148,"d",7,"d:7"
"78149",78149,"e",6,"e:6"
"78150",78150,"o",6,"o:6"
"78151",78151,"a",4,"a:4"
"78152",78152,"w",8,"w:8"
"78153",78153,"j",4,"j:4"
"78154",78154,"x",1,"x:1"
"78155",78155,"u",4,"u:4"
"78156",78156,"f",4,"f:4"
"78157",78157,"u",2,"u:2"
"78158",78158,"h",4,"h:4"
"78159",78159,"r",5,"r:5"
"78160",78160,"s",2,"s:2"
"78161",78161,"p",4,"p:4"
"78162",78162,"t",7,"t:7"
"78163",78163,"q",8,"q:8"
"78164",78164,"y",4,"y:4"
"78165",78165,"n",3,"n:3"
"78166",78166,"q",1,"q:1"
"78167",78167,"v",0,"v:0"
"78168",78168,"t",3,"t:3"
"78169",78169,"a",6,"a:6"
"78170",78170,"z",0,"z:0"
"78171",78171,"y",6,"y:6"
"78172",78172,"y",8,"y:8"
"78173",78173,"n",1,"n:1"
"78174",78174,"y",6,"y:6"
"78175",78175,"w",2,"w:2"
"78176",78176,"z",3,"z:3"
"78177",78177,"b",1,"b:1"
"78178",78178,"n",2,"n:2"
"78179",78179,"r",8,"r:8"
"78180",78180,"b",7,"b:7"
"78181",78181,"c",9,"c:9"
"78182",78182,"m",0,"m:0"
"78183",78183,"m",0,"m:0"
"78184",78184,"j",6,"j:6"
"78185",78185,"q",2,"q:2"
"78186",78186,"m",1,"m:1"
"78187",78187,"n",2,"n:2"
"78188",78188,"u",7,"u:7"
"78189",78189,"u",9,"u:9"
"78190",78190,"d",3,"d:3"
"78191",78191,"r",1,"r:1"
"78192",78192,"k",5,"k:5"
"78193",78193,"r",7,"r:7"
"78194",78194,"g",0,"g:0"
"78195",78195,"i",2,"i:2"
"78196",78196,"c",3,"c:3"
"78197",78197,"z",7,"z:7"
"78198",78198,"t",6,"t:6"
"78199",78199,"c",3,"c:3"
"78200",78200,"m",7,"m:7"
"78201",78201,"p",8,"p:8"
"78202",78202,"n",8,"n:8"
"78203",78203,"v",1,"v:1"
"78204",78204,"y",2,"y:2"
"78205",78205,"q",8,"q:8"
"78206",78206,"p",2,"p:2"
"78207",78207,"a",4,"a:4"
"78208",78208,"u",5,"u:5"
"78209",78209,"k",2,"k:2"
"78210",78210,"s",2,"s:2"
"78211",78211,"r",3,"r:3"
"78212",78212,"d",2,"d:2"
"78213",78213,"g",4,"g:4"
"78214",78214,"e",1,"e:1"
"78215",78215,"y",0,"y:0"
"78216",78216,"g",7,"g:7"
"78217",78217,"k",0,"k:0"
"78218",78218,"t",4,"t:4"
"78219",78219,"c",7,"c:7"
"78220",78220,"n",2,"n:2"
"78221",78221,"b",6,"b:6"
"78222",78222,"s",5,"s:5"
"78223",78223,"f",6,"f:6"
"78224",78224,"b",7,"b:7"
"78225",78225,"m",7,"m:7"
"78226",78226,"i",8,"i:8"
"78227",78227,"b",2,"b:2"
"78228",78228,"h",8,"h:8"
"78229",78229,"c",7,"c:7"
"78230",78230,"p",8,"p:8"
"78231",78231,"n",0,"n:0"
"78232",78232,"d",9,"d:9"
"78233",78233,"o",7,"o:7"
"78234",78234,"c",1,"c:1"
"78235",78235,"f",0,"f:0"
"78236",78236,"i",7,"i:7"
"78237",78237,"x",3,"x:3"
"78238",78238,"h",6,"h:6"
"78239",78239,"g",2,"g:2"
"78240",78240,"w",2,"w:2"
"78241",78241,"s",1,"s:1"
"78242",78242,"g",4,"g:4"
"78243",78243,"l",0,"l:0"
"78244",78244,"c",0,"c:0"
"78245",78245,"w",9,"w:9"
"78246",78246,"q",3,"q:3"
"78247",78247,"o",2,"o:2"
"78248",78248,"h",9,"h:9"
"78249",78249,"n",8,"n:8"
"78250",78250,"q",5,"q:5"
"78251",78251,"c",5,"c:5"
"78252",78252,"e",2,"e:2"
"78253",78253,"m",3,"m:3"
"78254",78254,"e",0,"e:0"
"78255",78255,"k",8,"k:8"
"78256",78256,"k",5,"k:5"
"78257",78257,"q",1,"q:1"
"78258",78258,"a",6,"a:6"
"78259",78259,"j",4,"j:4"
"78260",78260,"a",5,"a:5"
"78261",78261,"b",8,"b:8"
"78262",78262,"t",1,"t:1"
"78263",78263,"m",8,"m:8"
"78264",78264,"h",8,"h:8"
"78265",78265,"a",6,"a:6"
"78266",78266,"g",4,"g:4"
"78267",78267,"i",9,"i:9"
"78268",78268,"f",8,"f:8"
"78269",78269,"g",1,"g:1"
"78270",78270,"r",9,"r:9"
"78271",78271,"d",8,"d:8"
"78272",78272,"r",9,"r:9"
